Original Sequence;Original Length;Transformed Sequence;Transformed Length
L F F R R B D Bb D Rb Db R B Fb R Bb F Rb L B R Lb Fb L D Lb F D Fb D R Db Rb Fb R Db Db Db Fb Rb Fb Fb F Db Fb Db Rb D R Db D Lb Fb Db F D Lb Lb Lb D Rb Db R D D D Rb D D R D D Fb Db F B Db Db Fb Db F Db Db Bb;84;L F2 R2 B D B' D R' D' R B F' R B' F R' L B R L' F' L D L' F D F' D R D' R' F' R D F' R' F2 F D' F' D' R' D R D' D L' F' D' F D L D R' D' R D' R' D2 R D2 F' D' F B D2 F' D' F D2 B';71
U R L Bb Lb Fb D Fb D Fb Db F L Db Bb Db B D B Lb D D B L Bb Db Lb Db Bb D L F Rb Db Fb Db F R Bb Db Rb B R B Fb Fb Db Db F F D D F F Db Db F Db Fb R Fb Rb F Rb Bb Lb B R Bb L B D Fb Db F B Db Db Fb Db F Db Db Bb;84;U R L B' L' F' D F' D F' D' F L D' B' D' B D B L' D2 B L B' D' L' D' B' D L F R' D' F' D' F R B' D' R' B R B F2 D2 F2 D2 F2 D2 F D' F' R F' R' F R' B' L' B R B' L B D F' D' F B D2 F' D' F D2 B';75
U D L L F B R Bb B Db Bb D Fb Db F D Rb D R Bb D B Lb Bb L B L Db Bb D R B R Bb Db Rb Rb Bb Rb B R Db B R D D L F L Fb Db Lb Db Fb D F D L F Db Db Db L Db Lb Fb Lb D Rb Bb Db B D R Fb Rb F Lb Fb R F Rb L Rb Rb Rb;86;U D L2 F B R B' B D' B' D F' D' F D R' D R B' D B L' B' L B L D' B' D R B R B' D' R2 B' R' B R D' B R D2 L F L F' D' L' D' F' D F D L F D L D' L' F' L' D R' B' D' B D R F' R' F L' F' R F R' L R;79
U B B D L Fb Db L D Lb Db R Db Rb D F Rb Db Fb Db F R Rb Rb F D Fb Db R F D Fb D F R R Fb Rb D Rb Fb Fb Rb D Fb Rb F R F D R D Rb Db Rb B R Bb D Rb Db Bb D B R Rb D L Db R D Lb Db Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F Fb Rb Bb R B F Bb Rb B R;98;U B2 D L F' D' L D L' D' R D' R' D F R' D' F' D' F R R2 F D F' D' R F D F' D F R2 F' R' D R' F2 R' D F' R' F R F D R D R' D' R' B R B' D R' D' B' D B R R' D L D' R D L' D2 F' R' D R F D F2 R F R' F F' R' B' R B F B' R' B R;90
Bb D Bb Lb B F L Fb F D Fb L Fb Lb Db L F D Lb Rb Fb Rb F U F Ub Db Db Bb D B Lb D L Bb Db Fb Db Lb F L F D D Bb L B Lb B D Bb Fb Rb D Fb Rb F R F Fb Lb Fb R F L Rb F D Fb Db Rb D R Fb Fb Fb Rb Db R D R D Fb Db Rb D F Db Rb Bb L B R Lb Db Lb D L;98;B' D B' L' B F L F' F D F' L F' L' D' L F D L' R' F' R' F U F U' D2 B' D B L' D L B' D' F' D' L' F L F D2 B' L B L' B D B' F' R' D F' R' F R F F' L' F' R F L R' F D F' D' R' D R F R' D' R D R D F' D' R' D F D' R' B' L B R L' D' L' D L;94
U L Db L Ub L B Lb U Fb D F L D Lb Bb Bb D Rb Db Rb Bb D R Bb B B D Bb Db Bb Bb Rb B R L Fb Db F Lb Db L D Lb Db Db Fb Db F D D L D F R Fb Rb Db R D F Db Rb Fb D D Lb Db Fb D F L Fb Db Rb D R Fb Fb Fb Rb Db R D R D Fb Db Rb D F Db Rb Bb L B R Lb Db Lb D L;102;U L D' L U' L B L' U F' D F L D L' B2 D R' D' R' B' D R B' B2 D B' D' B2 R' B R L F' D' F L' D' L D L' D2 F' D' F D2 L D F R F' R' D' R D F D' R' F' D2 L' D' F' D F L F' D' R' D R F R' D' R D R D F' D' R' D F D' R' B' L B R L' D' L' D L;94
F R Lb Bb Rb D R F Bb Lb B Fb Lb R Fb L Rb B L B Lb Ub Lb U Fb Db Lb F L F Db Bb D B Rb B R Bb R R U F Ub Fb Rb F Rb Lb Bb L B Db Bb Lb B Lb Lb Lb Db Rb Rb Db Rb Db R D R D R Db R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;86;F R L' B' R' D R F B' L' B F' L' R F' L R' B L B L' U' L' U F' D' L' F L F D' B' D B R' B R B' R2 U F U' F' R' F R' L' B' L B D' B' L' B L D' R2 D' R' D' R D R D R D' R D' F' R' D R F D F2 R F R' F;79
U Lb Lb Bb L L Db Db Lb F Db Fb R B R Bb Ub Bb U F Bb L B Fb Db Db Bb D B Lb D L Bb Db Fb Lb Fb L D F Bb Rb Db B Rb Bb R D R Db B Rb B Db Bb Bb D B R B D Bb D Rb Db Bb D B R R Db R D R D R Db Rb Db R R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;96;U L2 B' L2 D2 L' F D' F' R B R B' U' B' U F B' L B F' D2 B' D B L' D L B' D' F' L' F' L D F B' R' D' B R' B' R D R D' B R' B D' B2 D B R B D B' D R' D' B' D B R2 D' R D R D R D' R' D' R2 D' F' R' D R F D F2 R F R' F;86
Ub D B Lb F L F L Fb Rb D R Bb D B Rb Lb Fb L D F D Fb Db Bb Db Bb Bb D Bb Bb Db Bb Lb Lb D Lb Db L L Bb L B Rb Fb Fb R F Db F R D Fb D F D L Db Lb Db Db Lb D L D B Db Bb Lb F F Db F D Fb Fb L D U Rb Fb Rb F R R Ub R Fb Rb Rb Rb U R Ub R R F Rb Fb Db Rb D R Fb Fb Fb Rb Db R D R D Fb Db Rb D F Db Rb Bb L B R Lb Db Lb D L;128;U' D B L' F L F L F' R' D R B' D B R' L' F' L D F D F' D' B' D' B2 D B2 D' B' L2 D L' D' L2 B' L B R' F2 R F D' F R D F' D F D L D' L' D2 L' D L D B D' B' L' F2 D' F D F2 L D U R' F' R' F R2 U' R F' R U R U' R2 F R' F' D' R' D R F R' D' R D R D F' D' R' D F D' R' B' L B R L' D' L' D L;114
B Lb Ub L D Rb Rb L Ub Fb U Fb D F Bb D B Db F D Fb Rb D B D Bb Db Bb R D F R R Fb Rb D Rb Fb Fb Fb Db Db F F D D F F F R Lb Rb L R F R Lb Rb Fb Rb L Fb Rb Bb Db B D R D Bb Bb Bb D Bb Db Bb L B Lb R Db Fb Db F D D Rb Fb R Db Rb F Bb Lb F L B Lb Fb L;100;B L' U' L D R2 L U' F' U F' D F B' D B D' F D F' R' D B D B' D' B' R D F R2 F' R' D R' F D2 F2 D2 F' R L' R' L R F R L' R' F' R' L F' R' B' D' B D R D B D B' D' B' L B L' R D' F' D' F D2 R' F' R D' R' F B' L' F L B L' F' L;88
D Rb Rb Db Fb R F Bb Rb Bb Bb R B R Ub Fb Rb Ub F R U D F Rb Db Fb Db F R Db B L D Lb Bb Db Bb Lb B Rb Fb Fb R F Db F R Rb Rb Db Db Rb Rb D D Rb Rb L D L D Lb Lb Db Lb Db Lb Bb Bb Bb D Bb Db Bb L B Lb Rb Bb Lb B R Bb L B Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F Fb Rb Bb R B F Bb Rb B R;110;D R2 D' F' R F B' R' B2 R B R U' F' R' U' F R U D F R' D' F' D' F R D' B L D L' B' D' B' L' B R' F2 R F D' F R R2 D2 R2 D2 R2 L D L D L2 D' L' D' L' B D B' D' B' L B L' R' B' L' B R B' L B D' F' R' D R F D F2 R F R' F F' R' B' R B F B' R' B R;96
L Lb Ub L L U Bb Ub Db R Db Rb Fb Db F D R F Rb Fb Db F Rb D B D Bb Db Bb R D F R F Rb Db Fb Lb D L D B Db Bb B Rb Bb R Bb Db B D F R Fb Rb Db R D F Db Rb Fb D D Lb U Lb Db Ub D Lb Lb U D L Db L D Lb Lb Ub Db Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;98;L L' U' L2 U B' U' D' R D' R' F' D' F D R F R' F' D' F R' D B D B' D' B' R D F R F R' D' F' L' D L D B D' B' B R' B' R B' D' B D F R F' R' D' R D F D' R' F' D2 L' U L' D' U' D L2 U D L D' L D L2 U' D2 F' R' D R F D F2 R F R' F;90
D L L Rb Rb R Db Rb Fb Rb F D Lb Db L Fb D F Rb D R Fb B Fb Fb B Ub F Bb Bb F B Fb R F Bb R D B Rb Bb Rb Lb Fb Lb Db Fb D L F L Bb L B Lb Db Lb D L L Db Rb D Lb Db R Db Db Db D D Bb D D B D Bb Bb D F Db B D B Fb Db R B Fb Bb Rb B R F R R R Bb;98;D L2 R2 R D' R' F' R' F D L' D' L F' D F R' D R F' B F2 B U' F B2 F B F' R F B' R D B R' B' R' L' F' L' D' F' D L F L B' L B L' D' L' D L2 D' R' D L' D' R D D2 B' D2 B D B2 D F D' B D B F' D' R B F' B' R' B R F R' B';86
U Db L L Bb L B F F Db F Db F Db Fb Lb R Fb Rb L Bb Db B D Bb Db B Rb Rb Db B D Rb Rb B Db Bb Fb Lb Fb L D F Rb Rb Db Db Rb Rb D D Rb Rb D Lb Db Db Fb Db F D D L F R Lb Rb L R F R Lb Rb Fb Rb L Fb D L Bb R Bb Lb Rb Bb Bb Rb L R B R Bb Bb Rb Rb Lb R Bb Fb Db Rb D R Fb Fb Fb Rb Db R D R D Fb Db Rb D F Db Rb Bb L B R Lb Db Lb D L;128;U D' L2 B' L B F2 D' F D' F D' F' L' R F' R' L B' D' B D B' D' B R2 D' B D R2 B D' B' F' L' F' L D F R2 D2 R2 D2 R2 D L' D2 F' D' F D2 L F R L' R' L R F R L' R' F' R' L F' D L B' R B' L' R' B2 R' L R B R B2 R2 L' R B' F' D' R' D R F R' D' R D R D F' D' R' D F D' R' B' L B R L' D' L' D L;112
U Lb F Bb R Bb D Rb B Db Bb L D Lb R B R Bb Ub Bb U Lb B B B D B D L Bb Bb F L Fb B D B L B Lb Db Bb D B L Db Lb Bb L D Lb B D Bb Db Lb Db L Bb Db Lb D L B Db Rb Bb Db B D R D Fb Db F B Db Db Fb Db F Db Db Bb Fb Rb F Lb Fb R F Rb L Rb Rb Rb;96;U L' F B' R B' D R' B D' B' L D L' R B R B' U' B' U L' B' D B D L B2 F L F' B D B L B L' D' B' D B L D' L' B' L D L' B D B' D' L' D' L B' D' L' D L B D' R' B' D' B D R D F' D' F B D2 F' D' F D2 B' F' R' F L' F' R F R' L R;89
Lb F L R Db R D Rb Lb R Fb Rb L B Fb R Bb F Bb R D B D Bb Rb Bb Lb B D L D Lb Fb Lb Fb L D F Rb Lb B B Lb Lb B B L R L Db Lb Db Fb D F D R Db Rb B Rb Bb R Db Db Bb Db Lb D L B Bb Lb Fb L B Lb F L D B Db Fb D Bb Db F Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;102;L' F L R D' R D R' L' R F' R' L B F' R B' F B' R D B D B' R' B' L' B D L D L' F' L' F' L D F R' L' B2 L2 B2 L R L D' L' D' F' D F D R D' R' B R' B' R D2 B' D' L' D L B B' L' F' L B L' F L D B D' F' D B' D' F D' F' R' D R F D F2 R F R' F;95
Lb B L Bb D B Rb Fb R U F Rb F Db Fb Lb Db Db L F F F Lb Fb L U L Ub Lb Lb Lb F L Fb Ub Fb U Fb Db Lb F L F B D L Bb Lb Bb Lb D L Bb L B Lb D R Fb Rb F Rb Db R Db Lb Lb Lb B D Bb D Lb Db L Db Lb D D Bb D D B D Bb Bb D F Db B D B Fb Db;94;L' B L B' D B R' F' R U F R' F D' F' L' D2 L F' L' F' L U L U' L F L F' U' F' U F' D' L' F L F B D L B' L' B' L' D L B' L B L' D R F' R' F R' D' R D' L B D B' D L' D' L D' L' D2 B' D2 B D B2 D F D' B D B F' D';84
B U U R F L Bb L B Lb Lb Bb F L Fb B R Ub Fb Rb Ub F R U Db B Rb Bb Db Rb D R D Lb Lb Db F D Lb F Db Fb Lb Rb Fb Fb R F Db F R R B R Bb Db Rb D Lb D L Bb L B Lb Rb Fb Rb Fb B F R Bb F R D D Rb Db Bb D B R D B Db Fb D Bb Db F Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;106;B U2 R F L B' L B L2 B' F L F' B R U' F' R' U' F R U D' B R' B' D' R' D R D L2 D' F D L' F D' F' L' R' F2 R F D' F R2 B R B' D' R' D L' D L B' L B L' R' F' R' F' B F R B' F R D2 R' D' B' D B R D B D' F' D B' D' F D' F' R' D R F D F2 R F R' F;97
Rb B R D Lb Db L Bb F L Fb B R F D Fb D Rb F D Fb Db Lb Fb L Bb F Bb Ub Fb B Ub F U B Db Lb Db Bb L B L Db Lb D L Bb L B Lb Rb Db Rb D D D Rb D R D R Db Rb Bb Db B D R L D B Db Bb Lb Db D D Bb D D B D Bb Bb D F Db B D B Fb Db Rb Bb L B R Lb Db Lb D L;102;R' B R D L' D' L B' F L F' B R F D F' D R' F D F' D' L' F' L B' F B' U' F' B U' F U B D' L' D' B' L B L D' L' D L B' L B L' R' D' R' D' R' D R D R D' R' B' D' B D R L D B D' B' L' D' D2 B' D2 B D B2 D F D' B D B F' D' R' B' L B R L' D' L' D L;97
U R D Bb Lb B F R F Rb D Fb Bb Fb Fb Bb U U Fb Bb Bb Fb Fb D F Rb D R Fb R U Rb Ub Rb Ub Rb U R U Lb Lb D Lb Db L L Bb L B Fb Lb Fb L D F B D L Bb Lb Bb Db Db Lb D L D B Db Bb Db Db F Db Fb R Fb Rb F Bb L B Lb Db Lb D L D D Bb D D B D Bb Bb D F Db B D B Fb Db;104;U R D B' L' B F R F R' D F' B' F2 B' U2 F' B2 F2 D F R' D R F' R U R' U' R' U' R' U R U L2 D L' D' L2 B' L B F' L' F' L D F B D L B' L' B' D2 L' D L D B D' B' D2 F D' F' R F' R' F B' L B L' D' L' D L D2 B' D2 B D B2 D F D' B D B F' D';93
Lb B Lb F L Bb D B Rb R Fb Ub F Rb F Db Fb B R D D Rb D Bb Bb F Lb Fb B Bb Lb D Bb Lb B L B L L L Db Lb Db L L D L D L Bb Lb Fb L B Lb F L R Db Fb Db F D D Rb Fb R Db Rb F Bb Lb F L B Lb Fb L;78;L' B L' F L B' D B R' R F' U' F R' F D' F' B R D2 R' D B2 F L' F' B B' L' D B' L' B L B L' D' L' D' L2 D L D L B' L' F' L B L' F L R D' F' D' F D2 R' F' R D' R' F B' L' F L B L' F' L;72
Ub L Bb Rb U R Db Lb Lb D R U Fb Ub R B Rb Bb Db Rb Fb Lb Fb L Db F L B L Db B B Lb Bb D L Fb D F D L Db Lb Rb B R U Rb Rb Rb Ub Bb Db Db R D Rb Db Bb Db B Lb Bb L B Db Bb Lb B Lb Lb Lb Db Bb Bb Bb D Bb Db Bb L B Lb D D Bb D D B D Bb Bb D F Db B D B Fb Db Bb Lb F L B Lb Fb L;108;U' L B' R' U R D' L2 D R U F' U' R B R' B' D' R' F' L' F' L D' F L B L D' B2 L' B' D L F' D F D L D' L' R' B R U R U' B' D2 R D R' D' B' D' B L' B' L B D' B' L' B L D' B D B' D' B' L B L' D2 B' D2 B D B2 D F D' B D B F' D' B' L' F L B L' F' L;96
L D R B Lb F Db L R Ub Bb U Bb D B F L D Lb D Fb Lb Bb Lb B U B Ub Fb Lb Fb L D F R D B Rb Bb Rb Bb Db Rb B R B L D L D Lb Lb Db Lb Db Lb Db Fb D B Db F D Bb Db R Db R D R D R Db Rb Db R R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F R F L Fb Rb F Lb Fb;100;L D R B L' F D' L R U' B' U B' D B F L D L' D F' L' B' L' B U B U' F' L' F' L D F R D B R' B' R' B' D' R' B R B L D L D L2 D' L' D' L' D' F' D B D' F D B' D' R D' R D R D R D' R' D' R2 D' F' R' D R F D F2 R F R' F R F L F' R' F L' F';95
U L Bb F L Fb D Lb Db L Rb Db Fb Db F R D F Rb L Bb R Lb B B Ub B Ub Lb U L U B B L B Lb Db Bb F Db Fb R Fb Rb F Rb Bb Db Rb B R B D R D Rb Bb Db B D R Db Rb Bb Db B D R F L B Lb Fb L Bb Lb D Fb Db F B Db Db Fb Db F Db Db Bb Lb Fb Rb F L Fb R F;98;U L B' F L F' D L' D' L R' D' F' D' F R D F R' L B' R L' B2 U' B U' L' U L U B2 L B L' D' B' F D' F' R F' R' F R' B' D' R' B R B D R D R' B' D' B D R D' R' B' D' B D R F L B L' F' L B' L' D F' D' F B D2 F' D' F D2 B' L' F' R' F L F' R F;94
U Fb Fb D Fb Db F R Db Rb Rb Ub Rb B R B U Bb Lb B Lb Db L D L Lb R F F Rb L D R B R Bb Db Rb Fb Db Lb F L F Lb Fb Lb Db Fb D L F L Lb F F Db F D Fb Fb L R F D Fb Db Rb Db Bb Bb Bb D Bb Db Bb L B Lb L L D L Ub Db U Db Db Lb Db Lb Db Lb D Lb Db Ub D U Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;114;U F2 D F' D' F R D' R2 U' R' B R B U B' L' B L' D' L D L L' R F2 R' L D R B R B' D' R' F' D' L' F L F L' F' L' D' F' D L F L L' F2 D' F D F2 L R F D F' D' R' D' B D B' D' B' L B L' L2 D L U' D' U D2 L' D' L' D' L' D L' D' U' D U D' F' R' D R F D F2 R F R' F;102
Fb F Lb Fb Fb Bb Db F B Rb Rb Fb Rb Rb F Rb D R Bb Rb B R B Db Rb L D F Lb Fb Lb Db R D B Rb Bb Rb Db F D Fb Db Rb Db R B D Bb Db Lb Db L Rb Rb Db Rb Db R D R D R Db R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F R F L Fb Rb F Lb Fb;88;F' F L' F2 B' D' F B R2 F' R2 F R' D R B' R' B R B D' R' L D F L' F' L' D' R D B R' B' R' D' F D F' D' R' D' R B D B' D' L' D' L R2 D' R' D' R D R D R D' R D' F' R' D R F D F2 R F R' F R F L F' R' F L' F';81
B U U R F D Fb Lb Fb Db F Db L B R Bb Rb U B U Bb Rb Ub Lb R F F Rb L Bb F Lb Lb B Fb Rb Rb F D Fb Db R F D Fb D Fb Db F D L D Lb Fb R F D Rb F D R Db Db Rb Fb Bb Rb Db B Rb Bb R D R Db B Rb B Db Bb Bb D B R B D Bb Lb Fb Db F D Lb Lb Lb Bb L B Lb Db Lb D L L Db Rb D Lb Db R Db Db Db D D Bb D D B D Bb Bb D F Db B D B Fb Db R B Fb Bb Rb B R F R R R Bb;142;B U2 R F D F' L' F' D' F D' L B R B' R' U B U B' R' U' L' R F2 R' L B' F L2 B F' R2 F D F' D' R F D F' D F' D' F D L D L' F' R F D R' F D R D2 R' F' B' R' D' B R' B' R D R D' B R' B D' B2 D B R B D B' L' F' D' F D L B' L B L' D' L' D L2 D' R' D L' D' R D D2 B' D2 B D B2 D F D' B D B F' D' R B F' B' R' B R F R' B';126
Ub D F F D Fb Db F R Db Rb Bb Db B Lb Db L D F L Fb D B R R Bb D D Rb Db R D L F Db Lb Fb Lb D F B D L Bb Lb Bb Db Lb D L Bb L B Lb Db L D Lb Db Fb Db F Db D F Db Bb D Fb Db B Rb Bb Lb B R Bb L B D D Bb D D B D Bb Bb D F Db B D B Fb Db Rb Bb L B R Lb Db Lb D L;106;U' D F2 D F' D' F R D' R' B' D' B L' D' L D F L F' D B R2 B' D2 R' D' R D L F D' L' F' L' D F B D L B' L' B' D' L' D L B' L B L' D' L D L' D' F' D' F D' D F D' B' D F' D' B R' B' L' B R B' L B D2 B' D2 B D B2 D F D' B D B F' D' R' B' L B R L' D' L' D L;100
F R Db L L Ub L U Bb Rb L B R Lb Rb Fb Rb Rb F R Bb Db B D Bb Db B Fb Lb Db L F F D L Db Fb F R F Rb Ub R R R U Fb Fb D D Fb Fb D D F F Lb Bb Lb F L Fb B L F R Lb Rb L R F R Lb Rb Fb Rb L Fb Db Db Bb Db Lb D L B Bb Bb Bb D Bb Db Bb L B Lb Bb Lb F L B Lb Fb L;104;F R D' L2 U' L U B' R' L B R L' R' F' R2 F R B' D' B D B' D' B F' L' D' L F2 D L D' F' F R F R' U' R' U F2 D2 F2 D2 F2 L' B' L' F L F' B L F R L' R' L R F R L' R' F' R' L F' D2 B' D' L' D L B B D B' D' B' L B L' B' L' F L B L' F' L;91
D L L Bb D B B L Rb Bb Bb R Lb B Fb R R Bb F Lb R Fb L Rb Lb D L D D F L L Fb L F L Fb Db Lb Db Db Bb Db Rb B R B Lb D Bb Db Bb L B Lb D B L Db D F R Fb Rb Db R D F Db Rb Fb D R F L Fb Rb F Lb Fb Bb Lb F L B Lb Fb L;88;D L2 B' D B2 L R' B2 R L' B F' R2 B' F L' R F' L R' L' D L D2 F L2 F' L F L F' D' L' D2 B' D' R' B R B L' D B' D' B' L B L' D B L D' D F R F' R' D' R D F D' R' F' D R F L F' R' F L' F' B' L' F L B L' F' L;81
U B L Rb F Lb Fb F D Fb B R D Rb D Bb Rb F D Fb R D Rb Rb U Rb F R Ub R U Rb Ub D R B R Bb Db Rb D Lb Db Bb L B L Bb D B Rb B R Bb Lb F L Fb L D L L L Bb Bb Bb D Bb Db Bb L B Lb Rb Rb Db Rb Db R D R D R Db R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;100;U B L R' F L' F' F D F' B R D R' D B' R' F D F' R D R2 U R' F R U' R U R' U' D R B R B' D' R' D L' D' B' L B L B' D B R' B R B' L' F L F' L D L' B D B' D' B' L B L' R2 D' R' D' R D R D R D' R D' F' R' D R F D F2 R F R' F;91
Bb Bb Db B Fb Db F B L B Lb Ub Lb U Rb Fb Rb F U F Ub F D Fb Db Lb Fb L Lb Bb Lb B U B Ub Fb Lb Fb L D F B L B Lb Db Bb D Lb Db Db Fb Db F D D L F R Lb Rb L R F R Lb Rb Fb Rb L Fb Db Db Bb Bb Bb D Bb Db Bb L B Lb F L B Lb Fb L Bb Lb Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F R F L Fb Rb F Lb Fb;114;B2 D' B F' D' F B L B L' U' L' U R' F' R' F U F U' F D F' D' L' F' L L' B' L' B U B U' F' L' F' L D F B L B L' D' B' D L' D2 F' D' F D2 L F R L' R' L R F R L' R' F' R' L F' D2 B D B' D' B' L B L' F L B L' F' L B' L' D' F' R' D R F D F2 R F R' F R F L F' R' F L' F';105
Lb R Db F F B Db Bb D Fb Db F Rb L Bb R Lb Fb B R F Bb Rb Db Fb Fb Rb F R F R F L F L Fb Db Lb Fb Db Lb F L F R B R Fb Rb F Bb Rb Db Fb D F D L F Db Db Db L Db Lb Fb Lb D Lb Db Fb D F L D Rb Bb Lb B R Bb L B D D Bb D D B D Bb Bb D F Db B D B Fb Db;100;L' R D' F2 B D' B' D F' D' F R' L B' R L' F' B R F B' R' D' F2 R' F R F R F L F L F' D' L' F' D' L' F L F R B R F' R' F B' R' D' F' D F D L F D L D' L' F' L' D L' D' F' D F L D R' B' L' B R B' L B D2 B' D2 B D B2 D F D' B D B F' D';93
Ub L Bb L R U Lb Ub Rb F L D Lb D Fb Fb D F Rb L Bb Lb R R D B Rb Bb Rb F Db Fb R Fb Rb F Rb Bb Db Rb B R B D R D Db Lb Fb Db F D Lb Lb Lb Fb D B Db F D Bb Db R Db R D R D R Db Rb Db R R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F R F L Fb Rb F Lb Fb;98;U' L B' L R U L' U' R' F L D L' D F2 D F R' L B' L' R2 D B R' B' R' F D' F' R F' R' F R' B' D' R' B R B D R D D' L' F' D' F D L F' D B D' F D B' D' R D' R D R D R D' R' D' R2 D' F' R' D R F D F2 R F R' F R F L F' R' F L' F';90
L Fb Rb Rb D Bb Db B Fb L D F D Fb Lb L F Ub Lb Fb Ub L U Bb F Lb Lb B Fb Bb D B Lb Bb L B L Db Bb L D F Lb Fb Lb R D B Rb Bb Rb R B R Fb Rb F Bb Rb Rb B Db Bb Bb D B R B D Bb D Bb Lb Db L D B Bb Bb Bb D Bb Db Bb L B Lb Rb Rb Db Rb Db R D R D R Db R Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;114;L F' R2 D B' D' B F' L D F D F' L' L F U' L' F' U' L U B' F L2 B F' B' D B L' B' L B L D' B' L D F L' F' L' R D B R' B' R' R B R F' R' F B' R2 B D' B2 D B R B D B' D B' L' D' L D B B D B' D' B' L B L' R2 D' R' D' R D R D R D' R D' F' R' D R F D F2 R F R' F;104
U B D F F Lb F L U Fb Fb Ub R D Rb Db F D Fb Rb L Bb Bb R B U Rb Ub Lb Rb Fb Rb F D R B D L Bb Lb Bb Db Db Fb Lb Db F D Fb L F Rb B Db Bb Bb D B R B D Bb Db R F D Fb Db Rb Db B R D Rb Db Bb D Lb U Lb Db Ub D Lb Lb U D L Db L D Lb Lb Ub Db Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F;110;U B D F2 L' F L U F2 U' R D R' D' F D F' R' L B2 R B U R' U' L' R' F' R' F D R B D L B' L' B' D2 F' L' D' F D F' L F R' B D' B2 D B R B D B' D' R F D F' D' R' D' B R D R' D' B' D L' U L' D' U' D L2 U D L D' L D L2 U' D2 F' R' D R F D F2 R F R' F;99
Lb Db L Db Lb R R D Rb L Fb Lb Db L F D Lb Bb R D B D Bb Rb B Fb Rb F Bb Rb Fb Fb R F Db F R Rb Lb B B Lb Lb B B L R L F L Bb Lb B Fb Lb D R Fb Rb F Rb Db R Bb Lb Db L D B B Rb Bb L B R Bb Lb R Db Fb Db F D D Rb Fb R Db Rb F Bb Lb F L B Lb Fb L;98;L' D' L D' L' R2 D R' L F' L' D' L F D L' B' R D B D B' R' B F' R' F B' R' F2 R F D' F R R' L' B2 L2 B2 L R L F L B' L' B F' L' D R F' R' F R' D' R B' L' D' L D B2 R' B' L B R B' L' R D' F' D' F D2 R' F' R D' R' F B' L' F L B L' F' L;91
L Db R R Bb D D B Bb L L B L Bb L B L L Rb Ub Rb B R B U R Lb F R Lb U R R L L Rb L B Lb R B D L Bb Lb Bb Fb Fb D D Fb Fb D D F F D D Fb D F Lb F L Fb Db Rb Db Rb Rb Db R R Db Db R Db Bb D B Db Db R D F Db Fb Rb Db Rb Bb R Fb Rb B R F Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F R F L Fb Rb F Lb Fb;120;L D' R2 B' D2 B B' L2 B L B' L B L2 R' U' R' B R B U R L' F R L' U R2 L2 R' L B L' R B D L B' L' B' F2 D2 F2 D2 F2 D2 F' D F L' F L F' D' R' D' R2 D' R2 D2 R D' B' D B D2 R D F D' F' R' D' R' B' R F' R' B R F D' F' R' D R F D F2 R F R' F R F L F' R' F L' F';101
U Fb B Db L D Lb Rb Bb Bb Db R D Lb Db L B Lb Db L Bb Db B B Fb R F Bb Rb Fb Rb F D R Db Lb Db Bb L B L L F L Bb Lb B Fb Lb D F R Fb Rb Db R D F Db Rb Fb D D Rb Bb L B R Bb Lb B Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F Fb Rb Bb R B F Bb Rb B R;96;U F' B D' L D L' R' B2 D' R D L' D' L B L' D' L B' D' B2 F' R F B' R' F' R' F D R D' L' D' B' L B L2 F L B' L' B F' L' D F R F' R' D' R D F D' R' F' D2 R' B' L B R B' L' B D' F' R' D R F D F2 R F R' F F' R' B' R B F B' R' B R;89
Rb B Lb U B Ub Rb B R Rb D R F D Fb L Rb B B Lb R Db B Rb Bb Db Rb D R D Lb Lb Db F D Lb F Db Fb Lb R B R Bb Db Rb B L B Lb Db Bb Bb Rb B Db Bb D R B L L L Db Lb Db L L D L D L Rb Bb Db B D R D L L D L Ub Db U Db Db Lb Db Lb Db Lb D Lb Db Ub D U Db Fb Rb D R F D Fb Fb Rb Rb Rb F Rb F R F L Fb Rb F Lb Fb;122;R' B L' U B U' R' B R R' D R F D F' L R' B2 L' R D' B R' B' D' R' D R D L2 D' F D L' F D' F' L' R B R B' D' R' B L B L' D' B2 R' B D' B' D R B L' D' L' D' L2 D L D L R' B' D' B D R D L2 D L U' D' U D2 L' D' L' D' L' D L' D' U' D U D' F' R' D R F D F2 R F R' F R F L F' R' F L' F';111
